	Unnamed: 0	URLs	Nome	Acceleration	Sprint Speed	Positioning	Finishing	Shot Power	Long Shot	Volleys	Penalties	Vision	Crossing	Free Kick	Shot Passing	Long Passing	Curve	Agility	Balance	Reactions	Ball Control	Dribbling	Composure	Interceptions	Heading	Def. Awareness	Standing Tackle	Sliding	Jumping	Stamina	Strength	Aggression	Diving	Kicking	Handling	Reflexes	Positioning GK	Posição	Overall	Tipo	Nome Completo	País	Time	Posição Alternativa 1	Posição Alternativa 2	Posição Alternativa 3	Foto	Versão
2002	2002	/players/226318-kelly-ohara/24-226318/	kelly-ohara	83.0	84.0	53.0	48.0	73.0	62.0	58.0	45.0	58.0	81.0	61.0	79.0	71.0	77.0	80.0	80.0	78.0	78.0	72.0	81.0	79.0	78.0	82.0	80.0	84.0	88.0	79.0	76.0	62.0	14.0	15.0	11.0	8.0	12.0	RB	83	Rare	Kelly O'Hara	https://game-assets.fut.gg/2024/nations/95.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/116310.png?quality=100&amp;width=80	RWB	LB		https://game-assets.fut.gg/2024/cards/futgg-cards/226318.webp	Versão 1
409	409	/players/227263-kelly-smith/24-50558911/	kelly-smith	89.0	89.0	92.0	93.0	88.0	94.0	87.0	82.0	89.0	85.0	93.0	89.0	73.0	92.0	84.0	85.0	92.0	92.0	92.0	91.0	37.0	88.0	36.0	52.0	48.0	80.0	85.0	83.0	58.0	6.0	10.0	9.0	14.0	12.0	ST	90	Centurions ICON	Kelly Smith	https://game-assets.fut.gg/2024/nations/14.png?quality=100&amp;width=80					https://game-assets.fut.gg/2024/cards/futgg-cards/50558911.webp	Versão 1
222	222	/players/227263-kelly-smith/24-67336127/	kelly-smith	90.0	90.0	93.0	94.0	89.0	95.0	88.0	83.0	91.0	87.0	95.0	91.0	75.0	94.0	85.0	86.0	93.0	93.0	93.0	92.0	38.0	90.0	37.0	53.0	49.0	82.0	87.0	85.0	59.0	6.0	10.0	9.0	14.0	12.0	ST	91	Future Stars ICON	Kelly Smith	https://game-assets.fut.gg/2024/nations/14.png?quality=100&amp;width=80					https://game-assets.fut.gg/2024/cards/futgg-cards/67336127.webp	Versão 1
604	604	/players/227263-kelly-smith/24-227263/	kelly-smith	88.0	88.0	91.0	92.0	87.0	93.0	86.0	81.0	87.0	83.0	91.0	87.0	71.0	90.0	82.0	83.0	90.0	90.0	90.0	89.0	36.0	87.0	35.0	51.0	47.0	79.0	84.0	82.0	57.0	6.0	10.0	9.0	14.0	12.0	ST	89	Icon	Kelly Smith	https://game-assets.fut.gg/2024/nations/14.png?quality=100&amp;width=80					https://game-assets.fut.gg/2024/cards/futgg-cards/227263.webp	Versão 1
3580	3580	/players/267390-kelsey-turnbow/24-267390/	kelsey-turnbow	76.0	74.0	77.0	73.0	65.0	61.0	60.0	67.0	75.0	78.0	55.0	77.0	68.0	71.0	63.0	49.0	78.0	75.0	71.0	74.0	51.0	64.0	54.0	44.0	49.0	75.0	78.0	66.0	58.0	6.0	5.0	12.0	14.0	8.0	RM	76	Common	Kelsey Turnbow	https://game-assets.fut.gg/2024/nations/95.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/116312.png?quality=100&amp;width=80	LM	RW		https://game-assets.fut.gg/2024/cards/futgg-cards/267390.webp	Versão 1
4147	4147	/players/215639-kenedy/24-215639/	kenedy	77.0	73.0	76.0	69.0	78.0	69.0	56.0	68.0	74.0	76.0	70.0	72.0	67.0	77.0	77.0	71.0	71.0	76.0	79.0	76.0	60.0	65.0	60.0	59.0	54.0	75.0	66.0	63.0	51.0	11.0	11.0	15.0	12.0	15.0	LM	75	Common	Kenedy	https://game-assets.fut.gg/2024/nations/54.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/462.png?quality=100&amp;width=80	RM	LW		https://game-assets.fut.gg/2024/cards/futgg-cards/215639.webp	Versão 1
4036	4036	/players/255009-kenneth-taylor/24-255009/	kenneth-taylor	85.0	64.0	73.0	68.0	75.0	70.0	62.0	56.0	77.0	75.0	71.0	80.0	79.0	75.0	75.0	69.0	71.0	77.0	76.0	75.0	64.0	55.0	66.0	65.0	62.0	68.0	80.0	68.0	68.0	9.0	10.0	12.0	7.0	6.0	CM	75	Common	Kenneth Taylor	https://game-assets.fut.gg/2024/nations/34.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/245.png?quality=100&amp;width=80	CDM			https://game-assets.fut.gg/2024/cards/futgg-cards/255009.webp	Versão 1
585	585	/players/247699-kenny-dalglish/24-247699/	kenny-dalglish	91.0	88.0	91.0	92.0	87.0	89.0	91.0	89.0	74.0	74.0	87.0	83.0	55.0	80.0	90.0	88.0	92.0	89.0	87.0	88.0	31.0	85.0	35.0	39.0	36.0	78.0	85.0	66.0	69.0	11.0	13.0	13.0	13.0	12.0	ST	89	Icon	Kenny Dalglish	https://game-assets.fut.gg/2024/nations/42.png?quality=100&amp;width=80					https://game-assets.fut.gg/2024/cards/futgg-cards/247699.webp	Versão 1
262	262	/players/247699-kenny-dalglish/24-50579347/	kenny-dalglish	93.0	90.0	93.0	94.0	89.0	91.0	93.0	91.0	78.0	78.0	91.0	87.0	58.0	84.0	92.0	90.0	94.0	91.0	89.0	90.0	34.0	89.0	38.0	42.0	39.0	81.0	88.0	69.0	72.0	11.0	13.0	13.0	13.0	12.0	ST	91	Thunderstruck ICON	Kenny Dalglish	https://game-assets.fut.gg/2024/nations/42.png?quality=100&amp;width=80					https://game-assets.fut.gg/2024/cards/futgg-cards/50579347.webp	Versão 1
3590	3590	/players/216266-kenny-tete/24-216266/	kenny-tete	74.0	75.0	61.0	42.0	64.0	41.0	36.0	46.0	58.0	77.0	41.0	72.0	68.0	61.0	72.0	66.0	68.0	70.0	68.0	66.0	73.0	73.0	76.0	77.0	76.0	83.0	76.0	75.0	77.0	9.0	11.0	15.0	10.0	6.0	RB	76	Common	Kenny Tete	https://game-assets.fut.gg/2024/nations/34.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/144.png?quality=100&amp;width=80	RWB			https://game-assets.fut.gg/2024/cards/futgg-cards/216266.webp	Versão 1
2958	2958	/players/227466-kenti-robles/24-227466/	kenti-robles	66.0	68.0	61.0	50.0	69.0	77.0	60.0	72.0	60.0	69.0	70.0	80.0	71.0	72.0	74.0	80.0	80.0	74.0	71.0	72.0	82.0	70.0	80.0	79.0	77.0	77.0	77.0	78.0	75.0	10.0	10.0	11.0	11.0	12.0	RB	78	Common	Kenti Robles	https://game-assets.fut.gg/2024/nations/83.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/243.png?quality=100&amp;width=80	RWB			https://game-assets.fut.gg/2024/cards/futgg-cards/227466.webp	Versão 1
2183	2183	/players/227353-kenza-dali/24-227353/	kenza-dali	76.0	68.0	83.0	79.0	80.0	81.0	68.0	68.0	84.0	78.0	83.0	84.0	80.0	79.0	75.0	84.0	81.0	85.0	89.0	80.0	77.0	57.0	69.0	72.0	49.0	75.0	81.0	73.0	51.0	11.0	16.0	8.0	11.0	15.0	CM	82	Rare	Kenza Dali	https://game-assets.fut.gg/2024/nations/18.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/2.png?quality=100&amp;width=80	CAM			https://game-assets.fut.gg/2024/cards/futgg-cards/227353.webp	Versão 1
2365	2365	/players/206585-kepa/24-206585/	kepa	34.0	33.0	15.0	11.0	64.0	14.0	18.0	24.0	61.0	25.0	19.0	60.0	60.0	25.0	41.0	39.0	71.0	34.0	15.0	63.0	21.0	18.0	19.0	18.0	16.0	58.0	37.0	51.0	18.0	80.0	85.0	78.0	84.0	78.0	GK	81	Common	Kepa	https://game-assets.fut.gg/2024/nations/45.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/243.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/206585.webp	Versão 1
3474	3474	/players/258580-kerem-akturkoglu/24-258580/	kerem-akturkoglu	87.0	82.0	76.0	75.0	72.0	77.0	55.0	64.0	73.0	67.0	75.0	73.0	67.0	77.0	88.0	80.0	74.0	73.0	82.0	68.0	28.0	52.0	33.0	43.0	41.0	57.0	81.0	48.0	46.0	11.0	12.0	7.0	8.0	9.0	LM	77	Common	Kerem Aktürkoğlu	https://game-assets.fut.gg/2024/nations/48.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/325.png?quality=100&amp;width=80	LW			https://game-assets.fut.gg/2024/cards/futgg-cards/258580.webp	Versão 1
2245	2245	/players/258580-kerem-akturkoglu/24-50590228/	kerem-akturkoglu	91.0	86.0	81.0	80.0	77.0	82.0	59.0	68.0	79.0	73.0	81.0	79.0	73.0	84.0	92.0	84.0	78.0	77.0	86.0	71.0	32.0	59.0	37.0	49.0	46.0	62.0	88.0	52.0	50.0	11.0	12.0	7.0	8.0	9.0	LM	81	Team of the Week	Kerem Aktürkoğlu	https://game-assets.fut.gg/2024/nations/48.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/325.png?quality=100&amp;width=80	LW			https://game-assets.fut.gg/2024/cards/futgg-cards/50590228.webp	Versão 1
2780	2780	/players/211748-kerem-demirbay/24-211748/	kerem-demirbay	62.0	56.0	77.0	75.0	80.0	78.0	59.0	68.0	82.0	74.0	80.0	80.0	80.0	85.0	76.0	77.0	75.0	83.0	82.0	78.0	70.0	48.0	74.0	75.0	71.0	62.0	79.0	67.0	75.0	14.0	11.0	15.0	14.0	14.0	CM	79	Common	Kerem Demirbay	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/325.png?quality=100&amp;width=80	CDM	CAM		https://game-assets.fut.gg/2024/cards/futgg-cards/211748.webp	Versão 1
1408	1408	/players/211748-kerem-demirbay/24-50543396/	kerem-demirbay	84.0	76.0	83.0	81.0	86.0	84.0	64.0	74.0	88.0	80.0	86.0	86.0	86.0	91.0	82.0	83.0	81.0	89.0	88.0	84.0	76.0	53.0	80.0	81.0	77.0	66.0	86.0	73.0	80.0	14.0	11.0	15.0	14.0	14.0	CM	85	Team of the Week	Kerem Demirbay	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/325.png?quality=100&amp;width=80	CDM	CAM		https://game-assets.fut.gg/2024/cards/futgg-cards/50543396.webp	Versão 1
4104	4104	/players/272089-kerlly-real/24-272089/	kerlly-real	75.0	76.0	50.0	50.0	61.0	50.0	45.0	55.0	45.0	69.0	40.0	70.0	60.0	49.0	77.0	67.0	70.0	70.0	60.0	77.0	75.0	63.0	75.0	80.0	70.0	79.0	75.0	76.0	75.0	10.0	8.0	11.0	8.0	9.0	RB	75	Common	Kerlly Real	https://game-assets.fut.gg/2024/nations/57.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/461.png?quality=100&amp;width=80	RWB			https://game-assets.fut.gg/2024/cards/futgg-cards/272089.webp	Versão 1
2500	2500	/players/267234-kerolin-nicoli/24-267234/	kerolin-nicoli	83.0	81.0	74.0	76.0	71.0	65.0	75.0	71.0	72.0	79.0	56.0	80.0	75.0	74.0	82.0	86.0	78.0	79.0	83.0	73.0	46.0	54.0	41.0	38.0	41.0	75.0	90.0	71.0	68.0	13.0	9.0	7.0	14.0	8.0	RM	80	Rare	Kerolin Nicoli	https://game-assets.fut.gg/2024/nations/54.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/116303.png?quality=100&amp;width=80	RW	ST		https://game-assets.fut.gg/2024/cards/futgg-cards/267234.webp	Versão 1
957	957	/players/267234-kerolin-nicoli/24-67376098/	kerolin-nicoli	91.0	90.0	86.0	90.0	83.0	75.0	87.0	82.0	79.0	86.0	61.0	87.0	82.0	81.0	89.0	93.0	85.0	86.0	90.0	79.0	54.0	62.0	48.0	44.0	48.0	82.0	98.0	78.0	74.0	13.0	9.0	7.0	14.0	8.0	RM	87	TOTY Honourable Mentions	Kerolin Nicoli	https://game-assets.fut.gg/2024/nations/54.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/116303.png?quality=100&amp;width=80	RW	ST		https://game-assets.fut.gg/2024/cards/futgg-cards/67376098.webp	Versão 1
1560	1560	/players/267234-kerolin-nicoli/24-50598882/	kerolin-nicoli	88.0	86.0	82.0	84.0	79.0	72.0	83.0	79.0	77.0	84.0	60.0	85.0	80.0	79.0	87.0	91.0	83.0	84.0	88.0	78.0	51.0	59.0	46.0	43.0	46.0	79.0	96.0	76.0	72.0	13.0	9.0	7.0	14.0	8.0	RM	85	Trailblazers	Kerolin Nicoli	https://game-assets.fut.gg/2024/nations/54.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/116303.png?quality=100&amp;width=80	RW	ST		https://game-assets.fut.gg/2024/cards/futgg-cards/50598882.webp	Versão 1
3861	3861	/players/264875-kerstin-casparij/24-264875/	kerstin-casparij	76.0	76.0	57.0	63.0	57.0	45.0	43.0	47.0	58.0	75.0	47.0	79.0	70.0	66.0	74.0	68.0	71.0	74.0	74.0	60.0	76.0	59.0	73.0	79.0	75.0	69.0	64.0	58.0	60.0	9.0	10.0	13.0	6.0	12.0	RB	76	Common	Kerstin Casparij	https://game-assets.fut.gg/2024/nations/34.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/10.png?quality=100&amp;width=80	RWB	RM		https://game-assets.fut.gg/2024/cards/futgg-cards/264875.webp	Versão 1
2542	2542	/players/264864-kessya-bussy/24-264864/	kessya-bussy	80.0	81.0	80.0	80.0	77.0	80.0	63.0	74.0	76.0	69.0	63.0	77.0	68.0	74.0	82.0	79.0	74.0	85.0	86.0	77.0	31.0	62.0	34.0	38.0	36.0	64.0	74.0	44.0	53.0	8.0	7.0	5.0	6.0	6.0	LM	80	Common	Kessya Bussy	https://game-assets.fut.gg/2024/nations/18.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/111817.png?quality=100&amp;width=80	LW			https://game-assets.fut.gg/2024/cards/futgg-cards/264864.webp	Versão 1
3723	3723	/players/265894-kethna-louis/24-265894/	kethna-louis	83.0	89.0	75.0	71.0	71.0	69.0	67.0	47.0	67.0	68.0	47.0	72.0	61.0	65.0	81.0	67.0	75.0	79.0	78.0	70.0	75.0	64.0	72.0	71.0	74.0	86.0	70.0	85.0	75.0	15.0	10.0	12.0	7.0	15.0	LB	76	Rare	Kethna Louis	https://game-assets.fut.gg/2024/nations/80.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/70.png?quality=100&amp;width=80	LWB	LM		https://game-assets.fut.gg/2024/cards/futgg-cards/265894.webp	Versão 1
1432	1432	/players/244068-keven-schlotterbeck/24-67352932/	keven-schlotterbeck	79.0	79.0	40.0	34.0	49.0	39.0	39.0	58.0	80.0	34.0	44.0	89.0	81.0	40.0	73.0	74.0	95.0	77.0	66.0	92.0	83.0	85.0	86.0	92.0	82.0	94.0	75.0	97.0	78.0	13.0	11.0	14.0	8.0	10.0	CB	85	Team of the Week	Keven Schlotterbeck	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/160.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/67352932.webp	Versão 1
1221	1221	/players/244068-keven-schlotterbeck/24-50575716/	keven-schlotterbeck	80.0	80.0	41.0	35.0	50.0	39.0	39.0	59.0	74.0	32.0	41.0	83.0	75.0	37.0	68.0	69.0	88.0	72.0	62.0	86.0	83.0	84.0	85.0	91.0	81.0	92.0	74.0	96.0	77.0	13.0	11.0	14.0	8.0	10.0	CB	86	Ultimate Dynasties	Keven Schlotterbeck	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/160.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/50575716.webp	Versão 1
4022	4022	/players/228716-kevin/24-228716/	kevin	65.0	67.0	61.0	55.0	54.0	50.0	41.0	46.0	57.0	77.0	45.0	75.0	61.0	58.0	36.0	76.0	72.0	75.0	65.0	57.0	71.0	73.0	68.0	78.0	79.0	74.0	67.0	64.0	69.0	11.0	9.0	15.0	14.0	15.0	RB	75	Common	Kevin	https://game-assets.fut.gg/2024/nations/45.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/450.png?quality=100&amp;width=80	RWB			https://game-assets.fut.gg/2024/cards/futgg-cards/228716.webp	Versão 1
2532	2532	/players/237985-kevin-danso/24-237985/	kevin-danso	68.0	87.0	33.0	26.0	49.0	25.0	31.0	42.0	52.0	44.0	31.0	69.0	58.0	35.0	57.0	46.0	79.0	68.0	59.0	71.0	76.0	82.0	77.0	82.0	77.0	90.0	75.0	90.0	85.0	12.0	6.0	13.0	15.0	11.0	CB	80	Rare	Kevin Danso	https://game-assets.fut.gg/2024/nations/4.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/64.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/237985.webp	Versão 1
163	163	/players/192985-kevin-de-bruyne/24-67301849/	kevin-de-bruyne	78.0	78.0	90.0	87.0	94.0	94.0	85.0	85.0	96.0	96.0	84.0	95.0	95.0	93.0	75.0	80.0	93.0	93.0	87.0	90.0	67.0	56.0	67.0	71.0	54.0	74.0	90.0	76.0	77.0	15.0	5.0	13.0	13.0	10.0	CM	92	Centurions	Kevin De Bruyne	https://game-assets.fut.gg/2024/nations/7.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/10.png?quality=100&amp;width=80	CAM			https://game-assets.fut.gg/2024/cards/futgg-cards/67301849.webp	Versão 1
1094	1094	/players/192985-kevin-de-bruyne/24-50524633/	kevin-de-bruyne	80.0	80.0	84.0	81.0	88.0	88.0	79.0	79.0	92.0	92.0	80.0	91.0	91.0	90.0	70.0	74.0	88.0	88.0	82.0	84.0	70.0	60.0	71.0	75.0	57.0	69.0	86.0	69.0	72.0	15.0	5.0	13.0	13.0	10.0	CM	87	Flashback Player	Kevin De Bruyne	https://game-assets.fut.gg/2024/nations/7.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/10.png?quality=100&amp;width=80	CAM			https://game-assets.fut.gg/2024/cards/futgg-cards/50524633.webp	Versão 1
290	290	/players/192985-kevin-de-bruyne/24-192985/	kevin-de-bruyne	72.0	72.0	88.0	85.0	92.0	92.0	83.0	83.0	95.0	95.0	83.0	94.0	94.0	92.0	74.0	78.0	92.0	92.0	86.0	88.0	66.0	55.0	66.0	70.0	53.0	72.0	88.0	74.0	75.0	15.0	5.0	13.0	13.0	10.0	CM	91	Rare	Kevin De Bruyne	https://game-assets.fut.gg/2024/nations/7.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/10.png?quality=100&amp;width=80	CAM			https://game-assets.fut.gg/2024/cards/futgg-cards/192985.webp	Versão 1
10	10	/players/192985-kevin-de-bruyne/24-84079065/	kevin-de-bruyne	85.0	85.0	93.0	90.0	97.0	97.0	88.0	88.0	99.0	99.0	87.0	98.0	98.0	96.0	80.0	82.0	97.0	98.0	91.0	93.0	81.0	68.0	81.0	86.0	65.0	80.0	95.0	80.0	81.0	15.0	5.0	13.0	13.0	10.0	CM	96	Team of the Year	Kevin De Bruyne	https://game-assets.fut.gg/2024/nations/7.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/10.png?quality=100&amp;width=80	CAM			https://game-assets.fut.gg/2024/cards/futgg-cards/84079065.webp	Versão 1
70	70	/players/192985-kevin-de-bruyne/24-100856281/	kevin-de-bruyne	82.0	82.0	91.0	88.0	95.0	95.0	86.0	86.0	97.0	97.0	85.0	96.0	96.0	94.0	80.0	81.0	94.0	94.0	90.0	90.0	80.0	63.0	80.0	83.0	60.0	75.0	91.0	77.0	78.0	15.0	5.0	13.0	13.0	10.0	CM	93	Ultimate Birthday	Kevin De Bruyne	https://game-assets.fut.gg/2024/nations/7.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/10.png?quality=100&amp;width=80	CAM			https://game-assets.fut.gg/2024/cards/futgg-cards/100856281.webp	Versão 1
2400	2400	/players/237254-kevin-denkey/24-50568902/	kevin-denkey	77.0	85.0	79.0	82.0	91.0	79.0	75.0	78.0	87.0	42.0	75.0	73.0	44.0	72.0	69.0	73.0	78.0	79.0	84.0	78.0	26.0	94.0	47.0	31.0	24.0	91.0	73.0	95.0	54.0	5.0	13.0	14.0	7.0	7.0	ST	80	Team of the Week	Kévin Denkey	https://game-assets.fut.gg/2024/nations/144.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/1750.png?quality=100&amp;width=80	CF			https://game-assets.fut.gg/2024/cards/futgg-cards/50568902.webp	Versão 1
1158	1158	/players/224841-kevin-diks/24-50556489/	kevin-diks	92.0	89.0	87.0	76.0	85.0	70.0	74.0	67.0	71.0	84.0	59.0	87.0	81.0	75.0	93.0	88.0	76.0	82.0	81.0	75.0	82.0	82.0	82.0	82.0	81.0	92.0	91.0	84.0	77.0	7.0	9.0	15.0	15.0	10.0	RB	86	UCL Road to the Final	Kevin Diks	https://game-assets.fut.gg/2024/nations/34.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/819.png?quality=100&amp;width=80	RWB	LB		https://game-assets.fut.gg/2024/cards/futgg-cards/50556489.webp	Versão 1
3805	3805	/players/176600-kevin-gameiro/24-176600/	kevin-gameiro	76.0	81.0	78.0	79.0	77.0	73.0	77.0	81.0	74.0	69.0	70.0	76.0	69.0	74.0	77.0	71.0	77.0	77.0	73.0	76.0	38.0	68.0	44.0	33.0	39.0	75.0	66.0	64.0	66.0	6.0	8.0	10.0	6.0	8.0	ST	76	Common	Kévin Gameiro	https://game-assets.fut.gg/2024/nations/18.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/76.png?quality=100&amp;width=80	CF			https://game-assets.fut.gg/2024/cards/futgg-cards/176600.webp	Versão 1
2731	2731	/players/195365-kevin-kampl/24-195365/	kevin-kampl	74.0	58.0	70.0	62.0	72.0	70.0	68.0	64.0	78.0	72.0	75.0	87.0	78.0	79.0	88.0	82.0	81.0	80.0	80.0	79.0	76.0	34.0	70.0	60.0	62.0	51.0	86.0	47.0	66.0	13.0	7.0	11.0	16.0	6.0	CM	79	Common	Kevin Kampl	https://game-assets.fut.gg/2024/nations/44.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/112172.png?quality=100&amp;width=80	CDM			https://game-assets.fut.gg/2024/cards/futgg-cards/195365.webp	Versão 1
1859	1859	/players/233230-kevin-mac-allister/24-50564878/	kevin-mac-allister	88.0	77.0	73.0	60.0	64.0	62.0	42.0	51.0	74.0	59.0	48.0	79.0	67.0	45.0	91.0	86.0	80.0	79.0	78.0	79.0	81.0	79.0	82.0	84.0	83.0	94.0	98.0	79.0	85.0	8.0	7.0	6.0	8.0	12.0	CB	83	Team of the Week	Kevin Mac Allister	https://game-assets.fut.gg/2024/nations/52.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/2014.png?quality=100&amp;width=80	RB			https://game-assets.fut.gg/2024/cards/futgg-cards/50564878.webp	Versão 1
3545	3545	/players/210625-kevin-mbabu/24-50542273/	kevin-mbabu	86.0	82.0	70.0	49.0	66.0	44.0	39.0	35.0	69.0	73.0	48.0	67.0	66.0	65.0	78.0	71.0	64.0	69.0	71.0	70.0	76.0	64.0	70.0	73.0	77.0	84.0	83.0	78.0	78.0	8.0	7.0	7.0	14.0	14.0	RB	76	Rare	Kevin Mbabu	https://game-assets.fut.gg/2024/nations/47.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/100409.png?quality=100&amp;width=80	RWB			https://game-assets.fut.gg/2024/cards/futgg-cards/50542273.webp	Versão 1
3706	3706	/players/210625-kevin-mbabu/24-210625/	kevin-mbabu	86.0	82.0	70.0	49.0	66.0	44.0	39.0	35.0	69.0	73.0	48.0	67.0	66.0	65.0	78.0	71.0	64.0	69.0	71.0	70.0	76.0	64.0	70.0	73.0	77.0	84.0	83.0	78.0	78.0	8.0	7.0	7.0	14.0	14.0	RB	76	Rare	Kevin Mbabu	https://game-assets.fut.gg/2024/nations/47.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/144.png?quality=100&amp;width=80	RWB			https://game-assets.fut.gg/2024/cards/futgg-cards/210625.webp	Versão 2
1479	1479	/players/210625-kevin-mbabu/24-67319489/	kevin-mbabu	91.0	87.0	81.0	57.0	76.0	51.0	45.0	40.0	77.0	82.0	53.0	75.0	74.0	73.0	87.0	79.0	71.0	77.0	79.0	78.0	87.0	73.0	80.0	83.0	88.0	90.0	89.0	84.0	84.0	8.0	7.0	7.0	14.0	14.0	RB	85	Winter Wildcards	Kevin Mbabu	https://game-assets.fut.gg/2024/nations/47.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/100409.png?quality=100&amp;width=80	RWB			https://game-assets.fut.gg/2024/cards/futgg-cards/67319489.webp	Versão 1
4093	4093	/players/209289-kevin-rodrigues/24-209289/	kevin-rodrigues	76.0	70.0	72.0	67.0	82.0	79.0	50.0	50.0	70.0	79.0	73.0	78.0	76.0	75.0	73.0	80.0	71.0	77.0	72.0	65.0	68.0	72.0	66.0	73.0	77.0	77.0	70.0	59.0	75.0	11.0	11.0	14.0	16.0	15.0	LB	75	Common	Kévin Rodrigues	https://game-assets.fut.gg/2024/nations/38.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/101016.png?quality=100&amp;width=80	LWB			https://game-assets.fut.gg/2024/cards/futgg-cards/209289.webp	Versão 1
4045	4045	/players/204497-kevin-stoger/24-204497/	kevin-stoger	62.0	55.0	69.0	64.0	70.0	70.0	62.0	50.0	82.0	74.0	72.0	79.0	77.0	70.0	78.0	78.0	78.0	76.0	71.0	72.0	67.0	45.0	62.0	62.0	53.0	59.0	75.0	63.0	50.0	15.0	13.0	12.0	12.0	10.0	CM	75	Common	Kevin Stöger	https://game-assets.fut.gg/2024/nations/4.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/160.png?quality=100&amp;width=80	CDM	CAM		https://game-assets.fut.gg/2024/cards/futgg-cards/204497.webp	Versão 1
1599	1599	/players/188943-kevin-trapp/24-188943/	kevin-trapp	43.0	50.0	12.0	13.0	58.0	13.0	12.0	17.0	46.0	13.0	12.0	25.0	12.0	14.0	42.0	37.0	83.0	24.0	10.0	64.0	22.0	11.0	15.0	14.0	10.0	69.0	45.0	75.0	30.0	83.0	77.0	81.0	86.0	85.0	GK	85	Rare	Kevin Trapp	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/1824.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/188943.webp	Versão 1
1071	1071	/players/188943-kevin-trapp/24-50520591/	kevin-trapp	45.0	52.0	12.0	13.0	58.0	13.0	12.0	17.0	46.0	13.0	12.0	25.0	12.0	14.0	42.0	37.0	83.0	24.0	10.0	64.0	22.0	11.0	15.0	14.0	10.0	69.0	45.0	75.0	30.0	85.0	80.0	83.0	88.0	87.0	GK	87	Trailblazers	Kevin Trapp	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/1824.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/50520591.webp	Versão 1
