	Número	Nome	Posição	Acceleration	Sprint Speed	Positioning	Finishing	Shot Power	Long Shot	Volleys	Penalties	Vision	Crossing	Free Kick	Shot Passing	Long Passing	Curve	Agility	Balance	Reactions	Ball Control	Dribbling	Composure	Interceptions	Heading	Def. Awareness	Standing Tackle	Sliding	Jumping	Stamina	Strength	Aggression
2147	19894	Jacob Murphy																														
2148	20340	Alexis Sanchez																														
2149	21394	Viola Calligaris																														
2150	21829	Ivan Rakitic																														
2151	92	Moises Caicedo																														
2152	109	Deyna Castellanos																														
2153	259	Ibanez																														
2154	334	Saul																														
2155	361	Karim Adeyemi																														
2156	395	Niclas Fullkrug																														
2157	737	Adan																														
2158	739	Julian Alvarez																														
2159	741	Nicole Anyomi																														
2160	742	Pepe																														
2161	744	Marko Arnautovic																														
2162	746	Pierre Emerick Aubameyang																														
2163	748	Edgar Badia																														
2164	750	Harvey Barnes																														
2165	752	Fran Beltran																														
2166	754	Alex Berenguer																														
2167	756	Leonardo Bonucci																														
2168	758	Emiliano Buendia																														
2169	760	Niamh Charles																														
2170	762	Francis Coquelin																														
2171	764	Juan Cuadrado																														
2172	766	Marine Dafeur																														
2173	768	Diogo Dalot																														
2174	770	Matteo Darmian																														
2175	743	Mauro Arambarri																														
2176	745	Viviane Asseyi																														
2177	747	Ezequiel Avila																														
2178	749	Leire Banos Indakoetxea																														
2179	751	Oliver Baumann																														
2180	753	Laura Benkarth																														
2181	755	Cristiano Biraghi																														
2182	757	Claudio Bravo																														
2183	759	Kessya Bussy																														
2184	761	Giorgio Chiellini																														
2185	763	Jesus Corona																														
2186	765	Antonia Da Costa Silva																														
2187	767	Abby Dahlkemper																														
2188	769	Kevin Danso																														
2189	771	Tierna Davidson																														
2190	772	Richarlison																														
2191	774	Marten De Roon																														
2192	776	Oceane Deslandes																														
2193	778	Marko Dmitrovic																														
2194	780	Eljif Elmas																														
2195	782	Wataru Endo																														
2196	784	Suso																														
2197	786	Youssouf Fofana																														
2198	788	Juan Foyth																														
2199	790	Dolores Gallardo Nunez																														
2200	792	Lucia Garcia Cordoba																														
2201	794	Naomi Girma																														
2202	796	Nemanja Gudelj																														
2203	798	Didi Haracic																														
2204	800	Sophie Ingle																														
2205	773	De Marcos																														
2206	775	Tainara De Souza Da Silva																														
2207	777	Deulofeu																														
2208	779	Marcus Edwards																														
2209	781	Aritz Elustondo																														
2210	783	Pervis Estupinan																														
2211	785	Jessie Fleming																														
2212	787	Emil Forsberg																														
2213	789	Davide Frattesi																														
2214	791	Maelle Garbino																														
2215	793	Aleix Garcia Serrano																														
2216	795	Nuno Santos																														
2217	797	David Hancko																														
2218	799	Mauro Icardi																														
2219	801	Kerolin Nicoli Israel Ferraz																														
2220	802	Oriane Jean Francois																														
2221	804	Boubacar Kamara																														
2222	806	Hasret Kayikci																														
2223	808	Emma Koivisto																														
2224	810	Rosemonde Kouassi																														
2225	812	Maelle Lakrar																														
2226	814	Armand Lauriente																														
2227	816	Matheus																														
2228	818	Pau Lopez																														
2229	820	Giorgi Mamardashvili																														
2230	822	Arnau Martinez Lopez																														
2231	824	Merritt Mathias																														
2232	826	Chancel Mbemba																														
2233	828	Ereleta Memeti																														
2234	830	Arthur Cabral																														
2235	803	Joan Jordan																														
2236	805	Lisa Karl																														
2237	807	Sophia Kleinherne																														
2238	809	Teun Koopmeiners																														
2239	811	Takefusa Kubo																														
2240	813	Erik Lamela																														
2241	815	Lea Le Garrec																														
2242	817	Victor Lindelof																														
2243	819	Vitinha																														
2244	821	Anthony Martial																														
2245	823	Adam Marusic																														
2246	825	Joel Matip																														
2247	827	Facundo Medina																														
2248	829	Carmen Menayo Montero																														
2249	831	Sam Mewis																														
2250	832	Simon Mignolet																														
2251	834	Florentino Morris Luis																														
2252	836	Vedat Muriqi																														
2253	838	Jesus Navas																														
2254	840	Sjoeke Nusken																														
2255	842	Lucas Ocampos																														
2256	844	David Ospina																														
2257	846	Mario Pasalic																														
2258	848	Luiz Felipe																														
2259	850	Geraldine Reuteler																														
2260	852	Sergi Roberto																														
2261	854	Valentin Rongier																														
2262	856	Teji Savanier																														
2263	858	Leonardo Spinazzola																														
2264	860	Kieran Tierney																														
2265	833	Alex Moreno																														
2266	835	Hany Mukhtar																														
2267	837	Fernando Muslera																														
2268	839	David Neres																														
2269	841	Denise O Sullivan																														
2270	843	Jonas Omlin																														
2271	845	Exequiel Palacios																														
2272	847	Goncalo Matias Ramos																														
2273	849	David Raya Martin																														
2274	851	Faustine Robert																														
2275	853	Oriol Romeu Vidal																														
2276	855	Marcel Sabitzer																														
2277	857	David Soria																														
2278	859	Nicolas Tagliafico																														
2279	861	Sandie Toletti																														
2280	862	Rafael Toloi																														
2281	864	Hamari Traore																														
2282	866	Andre Silva																														
2283	868	Jordan Veretout																														
2284	870	Aaron Wan Bissaka																														
2285	872	Morgan Weaver																														
2286	874	Christen Westphal																														
2287	876	Georginio Wijnaldum																														
2288	878	Nicolo Zaniolo																														
2289	880	Hakim Ziyech																														
2290	882	Zubimendi																														
2291	18909	Alexandre Oukidja																														
2292	18911	Carlinhos																														
2293	19095	Georginio Wijnaldum																														
2294	19123	Niclas Fullkrug																														
2295	863	Marion Torrent																														
2296	865	Phallon Tullis Joyce																														
2297	867	Carlos Vela																														
2298	869	Jonathan Viera																														
2299	871	Ollie Watkins																														
2300	873	Julian Weigl																														
2301	875	Ben White																														
2302	877	Sarah Zadrazil																														
2303	879	Oleksandr Zinchenko																														
2304	881	Zubeldia																														
2305	18908	Haris Tabakovic																														
2306	18910	Alen Halilovic																														
2307	18912	Jelle Bataille																														
2308	19099	Leonardo Bonucci																														
2309	19178	Sofyan Amrabat																														
2310	19243	Luiz Felipe Ramos Marchi																														
2311	19635	Morgan Whittaker																														
2312	19637	Amalie Vangsgaard																														
2313	19686	Kristoffer Haugen																														
2314	19688	Riley Mcgree																														
2315	19771	Kevin Denkey																														
2316	19832	Etrit Berisha																														
2317	19834	Robert Skov																														
2318	19836	Miguel De La Fuente																														
2319	19896	Mame Thiam																														
2320	19898	Momodou Lamin Sonko																														
2321	19938	Phallon Tullis Joyce																														
2322	19968	Alvaro Barreal																														
2323	19970	Mattia Zanotti																														
2324	20950	Edgar Badia																														
2325	19634	Robert Taylor																														
2326	19636	Roony Bardghji																														
2327	19685	Mory Diaw																														
2328	19687	Yusuf Sari																														
2329	19770	Darlin Yongwa																														
2330	19831	Georges Mikautadze																														
2331	19833	Megan Finnigan																														
2332	19835	Ismail Yuksek																														
2333	19895	Griffin Dorsey																														
2334	19897	Crysencio Summerville																														
2335	19899	Maximiliano Caufriez																														
2336	19967	Anders Dreyer																														
2337	19969	Leonardo Pavoletti																														
2338	20407	Tatiana Pinto																														
2339	20967	Emil Forsberg																														
2340	20986	Eljif Elmas																														
2341	21413	Jordan Henderson																														
2342	21691	Ivan Toney																														
2343	21789	Jonathan Viera																														
2344	95	Axel Disasi																														
2345	97	Jose Sa																														
2346	101	Ben Mee																														
2347	114	Wilfred Ndidi																														
2348	199	Leicy Santos																														
2349	249	Dani Ceballos																														
2350	287	Josip Sutalo																														
2351	349	Azpilicueta																														
2352	373	Sharon Beck																														
2353	884	Sara Agrez																														
2354	886	Joseph Aidoo																														
2355	21004	Tierna Davidson																														
2356	21415	Leonardo Bonucci																														
2357	21748	Ezequiel Avila																														
2358	93	Cucurella																														
2359	96	Eberechi Eze																														
2360	99	Jarrod Bowen																														
2361	113	Ricardo Pereira																														
2362	152	Callum Mcgregor																														
2363	200	Adriana Nanclares Romero																														
2364	258	Aleksandar Mitrovic																														
2365	288	Steven Bergwijn																														
2366	350	Axel Witsel																														
2367	883	Vincent Aboubakar																														
2368	885	Nayef Aguerd																														
2369	887	Ludovic Ajorque																														
2370	888	Thiago Almada																														
2371	890	Emily Alvarado																														
2372	892	Mackenzie Arnold																														
2373	894	Fredrik Aursnes																														
2374	896	Leon Bailey																														
2375	898	Elizabeth Ball																														
2376	900	Ever Banega																														
2377	902	Bartra																														
2378	904	Christoph Baumgartner																														
2379	906	Janine Beckie																														
2380	908	Yuri Berchiche																														
2381	910	Yves Bissouma																														
2382	912	Sacha Boey																														
2383	914	Florencia Bonsegundo																														
2384	916	Dan Burn																														
2385	889	Marcos Alonso Mendoza																														
2386	891	Benjamin Andre																														
2387	893	Emil Audero																														
2388	895	Alexander Bah																														
2389	897	Ridle Baku																														
2390	899	Folarin Balogun																														
2391	901	Estefania Banini																														
2392	903	Molly Bartrip																														
2393	905	Vicki Becho																														
2394	907	Walter Benitez																														
2395	909	Goncalo Inacio																														
2396	911	Nathalie Bjorn																														
2397	913	Giacomo Bonaventura																														
2398	915	Dagny Brynjarsdottir																														
2399	917	Remy Cabella																														
2400	918	Antonio Candreva																														
2401	920	Marta Cardona De Miguel																														
2402	922	Marco Carnesecchi																														
2403	924	Matty Cash																														
2404	926	Catena																														
2405	928	Grace Chanda																														
2406	930	Mylene Chavas																														
2407	932	Patrick Ciurria																														
2408	934	Aldana Cometti																														
2409	936	Rachel Corboz																														
2410	938	Romarinho																														
2411	940	Maria De Alharilla Casado																														
2412	942	Raul De Tomas Gomez																														
2413	944	Kristin Demann																														
2414	946	Michele Di Gregorio																														
2415	919	Jelena Cankovic																														
2416	921	Olga Carmona Garcia																														
2417	923	Nicolo Casale																														
2418	925	Valentin Castellanos																														
2419	927	Edinson Cavani																														
2420	929	Allysha Chapman																														
2421	931	Hawa Cissoko																														
2422	933	Sam Coffey																														
2423	935	Andrea Consigli																														
2424	937	Coutinho																														
2425	939	Jovana Damnjanovic																														
2426	941	Luuk De Jong																														
2427	943	Thomas Delaney																														
2428	945	Kerem Demirbay																														
2429	947	Lucas Digne																														
2430	948	Stole Dimitrievski																														
2431	950	Julie Dufour																														
2432	952	Kristen Edmonds																														
2433	954	Nicky Evrard																														
2434	956	Meret Felde																														
2435	958	Naomie Feller																														
2436	960	Louise Fleury																														
2437	962	Svenja Folmli																														
2438	964	Sanni Franssi																														
2439	966	Sheila Garcia Gomez																														
2440	968	Lutsharel Geertruida																														
2441	970	Gemma Gili Giner																														
2442	972	Joe Gomez																														
2443	974	Edgar Gonzalez Estrada																														
2444	976	Robin Gosens																														
2445	949	Makenzy Doniak																														
2446	951	Barbara Dunst																														
2447	953	Angelino																														
2448	955	Lukasz Fabianski																														
2449	957	Jana Feldkamp																														
2450	959	Ignacio Fernandez																														
2451	961	Wesley Fofana																														
2452	963	Przemyslaw Frankowski																														
2453	965	Goncalo Guedes																														
2454	967	Alvaro Garcia Rivera																														
2455	969	Carles Gil Pareja																														
2456	971	Alexandr Golovin																														
2457	973	Moises Gomez Bordonado																														
2458	975	Ana Gonzalez Rosa																														
2459	977	Amine Gouiri																														
2460	978	Dominika Grabowska																														
2461	980	Michael Gregoritsch																														
2462	982	Marcelo Grohe																														
2463	984	Shea Groom																														
2464	986	Christian Gunter																														
2465	988	Dean Henderson																														
2466	990	Sergio Herrera																														
2467	992	Steph Houghton																														
2468	994	Juanmi																														
2469	996	Kevin Kampl																														
2470	998	Lisa Kolb																														
2471	1000	Taylor Kornieck																														
2472	1002	Mohammed Kudus																														
2473	1004	Andrea Lardez																														
2474	1006	Elene Lete Para																														
2475	979	Ryan Gravenberch																														
2476	981	Jackie Groenen																														
2477	983	Maria Luisa Grohs																														
2478	985	Matteo Guendouzi																														
2479	987	Isabella Hartig																														
2480	989	Ander Herrera Aguera																														
2481	991	Piero Hincapie																														
2482	993	Lina Hurtig																														
2483	995	Stina Johannes																														
2484	997	Lukas Klostermann																														
2485	999	Ezri Konsa																														
2486	1001	Melissa Kossler																														
2487	1003	Natalia Kuikka																														
2488	1005	Manuel Lazzari																														
2489	1007	Marie Levasseur																														
2490	1008	Philipp Lienhart																														
2491	1010	David Lopez																														
2492	1012	Matheus Nunes																														
2493	1014	Robert Sanchez																														
2494	1016	Lovro Majer																														
2495	1018	Solly March																														
2496	1020	Sarah Mayling																														
2497	1022	Jessica Mcdonald																														
2498	1024	Kristen Mcnabb																														
2499	1026	Andrea Medina Martin																														
2500	1028	Kristie Mewis																														
2501	1030	Tyrone Mings																														
2502	1032	Gonzalo Montiel																														
2503	1034	Nordi Mukiele																														
2504	1036	Luis Muriel																														
2505	1009	Renan Augusto Lodi Dos Santos																														
2506	1011	Maria Lopez Valenzuela																														
2507	1013	Katie Lund																														
2508	1015	Harry Maguire																														
2509	1017	Steve Mandanda																														
2510	1019	Noelle Maritz																														
2511	1021	Savannah Mccaskill																														
2512	1023	John Mcginn																														
2513	1025	Scott Mctominay																														
2514	1027	Nuria Mendoza Miralles																														
2515	1029	Nikola Milenkovic																														
2516	1031	Nerilia Mondesir																														
2517	1033	Morales																														
2518	1035	Marie Muller																														
2519	1037	Juan Musso																														
2520	1038	Florian Neuhaus																														
2521	1040	Ifeoma Onumonu																														
2522	1042	Stefan Ortega																														
2523	1044	Julie Pasquereau																														
2524	1046	Mattia Perin																														
2525	1048	Lena Petermann																														
2526	1050	Constance Picaud																														
2527	1052	Ethan Pinnock																														
2528	1054	Nichelle Prince																														
2529	1056	Maximiliane Rall																														
2530	1058	Matheus Reis																														
2531	1060	Lucas Robertone																														
2532	1062	Cinta Del Mar Rodriguez Costa																														
2533	1064	Ellie Roebuck																														
2534	1066	Frederik Rnnow																														
2535	1039	Alex Telles																														
2536	1041	Diana Ordonez																														
2537	1043	Andreea Paraluta																														
2538	1045	Ayoze Perez Gutierrez																														
2539	1047	Ivan Perisic																														
2540	1049	Kalvin Phillips																														
2541	1051	Itziar Pinillos Moreno																														
2542	1053	Yeremy Pino																														
2543	1055	Christian Pulisic																														
2544	1057	Giacomo Raspadori																														
2545	1059	Emanuel Reynoso																														
2546	1061	Sebastian Rode																														
2547	1063	Pedro																														
2548	1065	Alejandro Romero Gamarra																														
2549	1067	Ebony Salmon																														
2550	1068	Leticia Santos De Oliveira																														
2551	1070	Matz Sels																														
2552	1072	Marco Silvestri																														
2553	1074	Xavi Simons																														
2554	1076	Douglas Luiz																														
2555	1078	Alexander Srloth																														
2556	1080	Kathellen Sousa Feitoza																														
2557	1082	Sofie Svava																														
2558	1084	James Tarkowski																														
2559	1086	Teddy Teuma																														
2560	1088	Marcus Thuram																														
2561	1090	Jean Clair Todibo																														
2562	1092	Paula Tomas Serer																														
2563	1094	Gernot Trauner																														
2564	1096	Lars Unnerstall																														
2565	1069	Perr Schuurs																														
2566	1071	Risa Shimizu																														
2567	1073	Mohamed Simakan																														
2568	1075	Katja Snoeijs																														
2569	1077	Carlos Soler Barragan																														
2570	1079	Tomas Soucek																														
2571	1081	Michaela Specht																														
2572	1083	Katerina Svitkova																														
2573	1085	Pietro Terracciano																														
2574	1087	Khephren Thuram																														
2575	1089	Jurrien Timber																														
2576	1091	Corentin Tolisso																														
2577	1093	Oliver Torres																														
2578	1095	Samuel Umtiti																														
2579	1097	Hans Vanaken																														
2580	1098	Jan Vertonghen																														
2581	1100	Edin Visca																														
2582	1102	Kevin Volland																														
2583	1104	Nico Williams																														
2584	1106	Lotte Wubben Moy																														
2585	1108	Denis Zakaria																														
2586	1110	Weronika Zawistowska																														
2587	1112	Carlos Augusto																														
2588	1114	Kurt Zouma																														
2589	19244	Matteo Guendouzi																														
2590	19360	Folarin Balogun																														
2591	19934	Nicky Evrard																														
2592	20041	Amine Gouiri																														
2593	20352	Maitane																														
2594	20970	Sara Agrez																														
2595	1099	Ainhoa Vicente Moraza																														
2596	1101	Daniel Vivian Moreno																														
2597	1103	Shuang Wang																														
2598	1105	Arin Wright																														
2599	1107	Shelina Zadorsky																														
2600	1109	Davide Zappacosta																														
2601	1111	Lucas Zelarayan																														
2602	1113	Claudia Zornoza Sanchez																														
2603	19219	Dean Henderson																														
2604	19344	Ryan Gravenberch																														
2605	19394	Matheus Luiz Nunes																														
2606	19937	Ebony Salmon																														
2607	20346	Lauren																														
2608	20358	Laurita																														
2609	20971	Shuang Wang																														
2610	20972	Shelina Zadorsky																														
2611	20974	Kristie Mewis																														
2612	21393	Nathalie Bjorn																														
2613	21426	Renan Augusto Lodi Dos Santos																														
2614	21727	Sacha Boey																														
2615	21741	Matz Sels																														
2616	21788	Juanmi																														
2617	22014	Katerina Svitkova																														
2618	22508	Marie Muller																														
2619	22518	Shea Groom																														
2620	22526	Taylor Kornieck																														
2621	115	Jamie Vardy																														
2622	251	Fran Garcia																														
2623	286	Branco Van Den Boomen																														
2624	1115	Salis Abdul Samed																														
2625	20973	Noelle Maritz																														
2626	20993	Savannah Mccaskill																														
2627	21414	Goncalo Guedes																														
2628	21453	Ivan Perisic																														
2629	21735	Kalvin Phillips																														
2630	21743	Angelino																														
2631	21935	Ever Banega																														
2632	22507	Nichelle Prince																														
2633	22514	Natalia Kuikka																														
2634	22524	Arin Wright																														
2635	22547	Luis Muriel																														
2636	153	Reo Hatate																														
2637	285	Borna Sosa																														
2638	379	Giovanni Reyna																														
2639	1116	Teresa Jose Abelleira Duenas																														
2640	1117	Tyler Adams																														
2641	1119	Rodrigo Aliendro																														
2642	1121	Ivana Andres Sanz																														
2643	1123	Alphonse Areola																														
2644	1125	Iris Arnaiz Gil																														
2645	1127	Sardar Azmoun																														
2646	1129	Simon Banza																														
2647	1131	Sheraldo Becker																														
2648	1133	Andrea Belotti																														
2649	1135	Mergim Berisha																														
2650	1137	Justin Bijlow																														
2651	1139	Ludovic Blas																														
2652	1141	Emily Boyd																														
2653	1143	Signe Bruun																														
2654	1145	Nelson Semedo																														
2655	1118	Luis Miguel Afonso Fernandes																														
2656	1120	Joachim Andersen																														
2657	1122	Michail Antonio																														
2658	1124	Gabriel Paulista																														
2659	1126	Serge Aurier																														
2660	1128	Benoit Badiashile																														
2661	1130	Antonin Barak																														
2662	1132	Hector Bellerin Moruno																														
2663	1134	Said Benrahma																														
2664	1136	Federico Bernardeschi																														
2665	1138	Andre Blake																														
2666	1140	Denis Bouanga																														
2667	1142	Pauline Bremer																														
2668	1144	Jean Butez																														
2669	1146	Ugurcan Cakr																														
2670	1147	Mohamed Camara																														
2671	1149	Matheus Cunha																														
2672	1151	Gedson Fernandes																														
2673	1153	Lucas Chevalier																														
2674	1155	Jasper Cillessen																														
2675	1157	Catalina Tomas Coll Lluch																														
2676	1159	Laura Coombs																														
2677	1161	Dante																														
2678	1163	Gustavo Cuellar																														
2679	1165	Mahmoud Dahoud																														
2680	1167	Nicolas De La Cruz																														
2681	1169	Savannah Demelo																														
2682	1171	Issa Diop																														
2683	1173	Danilho Doekhi																														
2684	1175	Cheick Doucoure																														
2685	1148	Maxence Caqueret																														
2686	1150	Jess Carter																														
2687	1152	Gaetano Castrovilli																														
2688	1154	Eric Maxim Choupo Moting																														
2689	1156	Jordy Clasie																														
2690	1158	Santiago Comesana Veiga																														
2691	1160	Coronado																														
2692	1162	Vladimir Coufal																														
2693	1164	Jose Fonte																														
2694	1166	Felipe																														
2695	1168	Evanilson																														
2696	1170	Habib Diallo																														
2697	1172	Ritsu Doan																														
2698	1174	Oscar																														
2699	1176	Sebastian Driussi																														
2700	1177	Martin Dubravka																														
2701	1179	El Shaarawy																														
2702	1181	Alfonso Espino																														
2703	1183	Lisa Evans																														
2704	1185	Laurina Fazer																														
2705	1187	Remo Freuler																														
2706	1189	Nahikari Garcia Perez																														
2707	1191	Jose Luis Garcia Vaya																														
2708	1193	Paulo Gazzaniga																														
2709	1195	Lee Gibson																														
2710	1197	Santiago Gimenez																														
2711	1199	Jonathan Gradit																														
2712	1201	Julia Grosso																														
2713	1203	Marc Guehi																														
2714	1205	Amadou Haidara																														
2715	1178	Munir El Haddadi																														
2716	1180	Breel Embolo																														
2717	1182	Aida Esteve Quintero																														
2718	1184	Anssumane Fati																														
2719	1186	Aitor Fernandez																														
2720	1188	Conor Gallagher																														
2721	1190	Ruben Garcia																														
2722	1192	Morgan Gautrat																														
2723	1194	Rachid Ghezzal																														
2724	1196	Gigot																														
2725	1198	Ismaily																														
2726	1200	Pascal Gross																														
2727	1202	Guaita																														
2728	1204	Sara Bjo Rk Gunnarsdottir																														
2729	1206	Kirsty Hanson																														
2730	1207	Hans Hateboer																														
2731	1209	Thorgan Hazard																														
2732	1211	Manon Heil																														
2733	1213	Rico Henry																														
2734	1215	Hector Herrera																														
2735	1217	Kelli Hubly																														
2736	1219	Nicolas Jackson																														
2737	1221	Pierre Kalulu																														
2738	1224	Moise Kean																														
2739	1226	Katarzyna Kiedrzynek																														
2740	1228	Rade Krunic																														
2741	1230	Alban Lafont																														
2742	1232	Geum Min Lee																														
2743	1234	Kangin Lee																														
2744	1236	Mario Lemina																														
2745	1208	Honoka Hayashi																														
2746	1210	Ahmed Hegazi																														
2747	1212	Benjamin Henrichs																														
2748	1214	Oihane Hernandez Zurbano																														
2749	1216	Giovanna Hoffmann																														
2750	1218	Junya Ito																														
2751	1220	Florian Kainz																														
2752	1223	Rick Karsdorp																														
2753	1225	Naby Keita																														
2754	1227	Sead Kolasinac																														
2755	1229	Kodjo Fo Doh Laba																														
2756	1231	Noa Lang																														
2757	1233	Jae Sung Lee																														
2758	1235	Emerson																														
2759	1237	Martina Lenzini																														
2760	1238	Sarai Linder																														
2761	1240	Sean Longstaff																														
2762	1242	Dejan Lovren																														
2763	1244	Renato Sanches																														
2764	1246	Nemanja Maksimovic																														
2765	1248	Ruslan Malinovskyi																														
2766	1250	Rosa Marquez Baena																														
2767	1252	Fernando Martinez Rubio																														
2768	1254	Konstantinos Mavropanos																														
2769	1256	Bryan Mbeumo																														
2770	1258	Luis Milla																														
2771	1260	Hidemasa Morita																														
2772	1262	Neto																														
2773	1264	Yvon Mvogo																														
2774	1266	Marcao																														
2775	1239	Alex Sandro																														
2776	1241	Maxime Lopez																														
2777	1243	Dodi Lukebakio																														
2778	1245	Pablo Maffeo																														
2779	1247	Tyrell Malacia																														
2780	1249	Agustin Marchesin																														
2781	1251	Cristina Martin Prieto																														
2782	1253	Asun Martinez Salinas																														
2783	1255	Philipp Max																														
2784	1257	Junior Messias																														
2785	1259	Jon Moncayola Tollar																														
2786	1261	Zoe Morse																														
2787	1263	Zecira Musovic																														
2788	1265	Galeno																														
2789	1267	Fran Navarro																														
2790	1268	Evan Ndicka																														
2791	1270	Victor Nelsson																														
2792	1272	Amanda Nilden																														
2793	1274	M Bala Nzola																														
2794	1276	Caio Henrique																														
2795	1278	Maite Oroz Areta																														
2796	1280	Sonia Ouchene																														
2797	1282	Ella Palis																														
2798	1284	Jess Park																														
2799	1286	Pedraza																														
2800	1288	Matteo Pessina																														
2801	1290	Ally Prisock																														
2802	1292	Predrag Rajkovic																														
2803	1294	Jacob Ramsey																														
2804	1296	David Raum																														
2805	1269	Tanguy Ndombele																														
2806	1271	Jota																														
2807	1273	Aniek Nouwen																														
2808	1275	Michael Olise																														
2809	1277	Mathias Olivera																														
2810	1279	Riccardo Orsolini																														
2811	1281	Salih Ozcan																														
2812	1283	Salma Celeste Paralluelo Ayingono																														
2813	1285	Vangelis Pavlidis																														
2814	1287	Nicolas Pepe																														
2815	1289	Laetitia Philippe																														
2816	1291	Quinn																														
2817	1293	Arthur Henrique Ramos Oliveira Melo																														
2818	1295	Hayley Raso																														
2819	1297	Sergio Reguilon Rodriguez																														
2820	1298	Tijjani Reijnders																														
2821	1300	Domingos Andre Ribeiro Almeida																														
2822	1302	Kenti Robles																														
2823	1304	Sergio Romero																														
2824	1306	Mathew Ryan																														
2825	1308	Amanda Sampedro Bustos																														
2826	1310	Pablo Sarabia																														
2827	1312	Lisa Schmitz																														
2828	1314	Jessica Silva																														
2829	1316	Luis Sinisterra																														
2830	1318	Smith Rowe																														
2831	1320	Julie Soyer																														
2832	1322	Taras Stepanenko																														
2833	1324	Demi Stokes																														
2834	1326	Renato Tapia																														
2835	1299	Sergio Oliveira																														
2836	1301	Ali Riley																														
2837	1303	Dani Rodriguez																														
2838	1305	Yazmeen Ryan																														
2839	1307	Alexis Saelemaekers																														
2840	1309	Antonio Sanabria																														
2841	1311	Gianluca Scamacca																														
2842	1313	Stefano Sensi																														
2843	1315	Giovanni Simeone																														
2844	1317	Abby Smith																														
2845	1319	Djibril Sow																														
2846	1321	Sam Staab																														
2847	1323	Lars Stindl																														
2848	1325	Chantelle Swaby																														
2849	1327	Antonio Joao Tavares Silva																														
2850	1328	James Tavernier																														
2851	1330	Takehiro Tomiyasu																														
2852	1332	Oscar Trejo																														
2853	1334	Martina Tufekovic																														
2854	1336	Paola Ulloa Jimenez																														
2855	1338	Irina Priscilla Uribe Garcia																														
2856	1340	Shanice Van De Sanden																														
2857	1342	Merel Van Dongen																														
2858	1344	Gabriel Veiga Novas																														
2859	1346	Mikel Vesga Arruti																														
2860	1348	Elye Wahi																														
2861	1350	Dani Weatherholt																														
2862	1352	Joelle Wedemeyer																														
2863	1354	Lydia Williams																														
2864	1356	Patrick Wimmer																														
2865	1329	Adrien Thomasson																														
2866	1331	Aissatou Tounkara																														
2867	1333	Mike Tresor																														
2868	1335	Millie Turner																														
2869	1337	Cengiz Under																														
2870	1339	Myrto Uzuni																														
2871	1341	Micky Van De Ven																														
2872	1343	Joey Veerman																														
2873	1345	Joel Veltman																														
2874	1347	Nikola Vlasic																														
2875	1349	James Ward Prowse																														
2876	1351	Adam Webster																														
2877	1353	Manjou Wilde																														
2878	1355	Joseph Willock																														
2879	1357	Marius Wolf																														
2880	1358	Riola Xhemaili																														
2881	1360	Yvonne Zielinski																														
2882	19111	Remo Freuler																														
2883	19177	Maxime Lopez																														
2884	19237	Tanguy Ndombele																														
2885	19311	Alexis Saelemaekers																														
2886	19335	Reguilon																														
2887	19397	Mike Tresor																														
2888	19665	Evan Ndicka																														
2889	19689	Nicolas Pepe																														
2890	20351	Sarah Puntingam																														
2891	20361	Romain Saiss																														
2892	20400	Charlotte Voll																														
2893	21404	Sheraldo Becker																														
2894	21725	Gabriel Paulista																														
2895	1359	Mccall Zerboni																														
2896	19101	Vicente Guaita Panadero																														
2897	19117	Thorgan Hazard																														
2898	19224	Luis Sinisterra																														
2899	19256	Mergim Berisha																														
2900	19317	Borna Sosa																														
2901	19392	Anssumane Fati																														
2902	19491	Nikola Karczewska																														
2903	19668	Nikola Karczewska																														
2904	20042	Simon Banza																														
2905	20360	Roberto Pereyra																														
2906	20399	Erin Neyler																														
2907	20410	Deanne Rose																														
2908	21417	Rade Krunic																														
2909	21733	Said Benrahma																														
2910	21744	Giovanni Reyna																														
2911	21758	Serge Aurier																														
2912	22006	Amanda Nilden																														
2913	22520	Sam Staab																														
2914	22531	Morgan Gautrat																														
2915	154	Kyogo Furuhashi																														
2916	347	Rodrigo Riquelme Reche																														
2917	355	Samuel Dias Lino																														
2918	1362	Luciano Acosta																														
2919	1364	Amine Adli																														
2920	1366	Salem Al Dawsari																														
2921	1368	Nadiem Amiri																														
2922	1370	Stephen Eustaquio																														
2923	1372	Ana Vitoria Araujo																														
2924	1374	Taiwo Awoniyi																														
2925	21746	Andrea Belotti																														
2926	21815	Mahmoud Dahoud																														
2927	22013	Lisa Evans																														
2928	22525	Dani Weatherholt																														
2929	21	Youssoufa Moukoko																														
2930	257	Arda Guler																														
2931	348	Caglar Soyuncu																														
2932	1361	Yunis Abdelhamid																														
2933	1363	Tosin Adarabioyo																														
2934	1365	Kerem Akturkoglu																														
2935	1367	Laia Aleixandri Lopez																														
2936	1369	Filippa Angeldahl																														
2937	1371	Luis Maximiano																														
2938	1373	Franco Armani																														
2939	1375	Rinsola Babajide																														
2940	1376	Loic Bade																														
2941	1378	Ivan Balliu																														
2942	1380	Igor Guilherme Barbosa Da Paixao																														
2943	1382	Abdulkerim Bardakc																														
2944	1384	Michy Batshuayi																														
2945	1386	Ines Belloumou																														
2946	1388	Juan Bernat																														
2947	1390	Janis Blaswich																														
2948	1392	Rebecka Blomqvist																														
2949	1394	Rafaela Borggrafe																														
2950	1396	Lucas Boye																														
